Mass/Charge	Area	Height	Width	Width at 50%	Resolution	Charge	Monoisotopic	Mass (charge)	Mass/charge (charge)
39.0223372500236	0.00938085288566395	2.55555555555556	0.00526303110131465	0.00454374101513366	8588.15172785013	0	Yes	*38.0145	*39.0223
41.0381172935703	0.0259874312129183	6.61111111111111	0.00899571846967007	0.00513173353169805	7996.93067461184	0	Yes	*40.0303	*41.0381
43.0157806489001	0.00524447403649425	2.55555555555556	0.00276294299634827	0.0026155852478098	16445.9486399535	0	Yes	*42.0080	*43.0158
43.0540266785388	0.0212943296779504	5.22222222222222	0.00644976558263721	0.00385245493721698	11175.7379074345	0	Yes	*42.0462	*43.0540
55.0172634379495	0.00526563166668957	3.88888888889051	0.00208310703297343	0.00148793359498711	36975.6174760111	0	Yes	*54.0094	*55.0173
55.0540886710412	0.0430368639495993	6.83333333333333	0.0114611555822322	0.00591261022306355	9311.30018621717	0	Yes	*54.0463	*55.0541
55.0669130983984	0.0064258012621092	2.72222222222626	0.00312606547885963	0.00312606547885963	17615.4061617693	0	Yes	*54.0591	*55.0669
57.0349852540066	0.00742331262441098	2.33333333333394	0.00424189292823485	0.00424189292823485	13445.6447201604	0	Yes	*56.0272	*57.0350
57.0691185032958	0.140998720628009	25.7222222222222	0.0169729350923689	0.00422854884102009	13496.14741343	1	Yes	*56.0613 (1)	*57.0691 (1)
65.038043091157	0.0220510517849669	6.38888888888889	0.00792701184703049	0.00211406586304008	30764.4355969263	0	Yes	*64.0302	*65.0380
67.0537462801558	0.300053358614143	41.3333333333333	0.022997915085611	0.00572773914272773	11706.8435920814	1	Yes	*66.0459 (1)	*67.0537 (1)
68.0603868222029	0.0418977904546448	6.72222222222222	0.0127431511707101	0.0057755278265148	11784.2713023986	1	No	67.0526 (1)	68.0604 (1)
69.0688479242769	0.102373771704272	19	0.0151714666043006	0.00379668644208664	18191.8757258018	1	Yes	*68.0610 (1)	*69.0688 (1)
69.0812487214329	0.0102447742905642	5.44444444444444	0.00350137387502514	0.00154565805877382	44693.7460257124	0	Yes	*68.0734	*69.0812
71.0483100297563	0.0103566949079582	3.5	0.00473449567355999	0.00325495961359934	21827.7086243755	0	Yes	*70.0405	*71.0483
71.0845612269371	0.127173450157084	18.9444444444444	0.0118393941131103	0.0067025915516723	10605.5337967299	1	Yes	*70.0767 (1)	*71.0846 (1)
71.0959410858745	0.0222334491333034	8.11111111111111	0.0082882315128785	0.00141693991429293	50175.6922567549	0	Yes	*70.0881	*71.0959
72.087450737058	0.017685263691087	2.72222222222222	0.0119227039601242	0.00350517351357382	20566.0149085056	1	No	71.0796 (1)	72.0875 (1)
77.0377308261102	0.0575853173452739	12	0.0123250560143617	0.00405988211321073	18975.3615198411	1	Yes	*76.0299 (1)	*77.0377 (1)
77.0496570597485	0.00657383644708413	2.66666666666667	0.00246518866765655	0.00246518866765655	31255.0751472476	1	Yes	*76.0418 (1)	*77.0497 (1)
78.0451235779472	0.0321158455718149	7.77777777777778	0.0111647342052805	0.00189813678395012	41116.7015137504	1	No	77.0373 (1)	78.0451 (1)
78.05291734738	0.00237782605083117	2.5	0.00124060489608269	0.00124060489608269	62915.2098253349	1	No	77.0451 (1)	78.0529 (1)
79.0536148442321	0.294481690820239	35.1666666666667	0.0224740134600268	0.00542692680060952	14566.9211597535	1	Yes	*78.0458 (1)	*79.0536 (1)
80.0616833388427	0.20710837006987	31.1111111111111	0.0301560667452918	0.00382435201866826	20934.7055260677	1	No	79.0539 (1)	80.0617 (1)
81.068910083852	0.546303897065087	71.4444444444444	0.0252876048939754	0.0061785594343462	13121.0051380578	1	Yes	*80.0611 (1)	*81.0689 (1)
82.0755657574765	0.140468351444207	17.6111111111111	0.0228992190320838	0.00547081947347294	15002.4262645563	1	No	81.0677 (1)	82.0756 (1)
82.0914170138848	0.00515983177017091	2.72222222222626	0.00254457457158708	0.00249368308014652	32919.7473678416	0	Yes	*81.0836	*82.0914
83.0470672873109	0.0152139195650577	5.05555555555556	0.00767808990555352	0.00176438236161403	47068.6338143513	0	Yes	*82.0392	*83.0471
83.0848432866648	0.198609015504746	26.2222222222222	0.0204797965549517	0.00707145736141968	11749.3239427501	1	Yes	*82.0770 (1)	*83.0848 (1)
84.0569803352427	0.0684126583219934	6.55555555555556	0.0180241712662053	0.0116076502281288	7241.51561110511	1	Yes	*83.0492 (1)	*84.0570 (1)
84.0891818959952	0.00697488555985758	2.72222222222222	0.00386301748450535	0.00254958168061137	32981.5602831878	1	No	83.0814 (1)	84.0892 (1)
85.0649489671604	0.0429905878844978	5.22222222221899	0.0181314191379869	0.0104689669183955	8125.43870185405	1	No	84.0571 (1)	85.0649 (1)
85.1000437019532	0.130763293776807	20.2222222222222	0.0168403550943168	0.00542893305917858	15675.2796128286	1	Yes	*84.0922 (1)	*85.1000 (1)
85.1177006379818	0.0138908774108779	5.38888888888889	0.00647760190511804	0.00172145144007629	49445.3103098914	0	Yes	*84.1099	*85.1177
86.1036388000654	0.0100982539538945	3.66666666665697	0.00521199419580398	0.00343993273259002	25030.6170188495	1	No	85.0958 (1)	86.1036 (1)
91.0536904750528	0.163733631717093	28.3888888888889	0.0187593091876153	0.0040813709230747	22309.5847427799	1	Yes	*90.0459 (1)	*91.0537 (1)
92.0608888260413	0.0866031328421518	12.1666666666667	0.0148206325592355	0.00754430443400622	12202.7006772253	1	No	91.0531 (1)	92.0609 (1)
92.0768430991542	0.0116778676500005	2.66666666666788	0.00673724271248943	0.00404231605001826	22778.2394943459	0	Yes	*91.0690	*92.0768
